PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
521,1,1,female,30.0,0,0,93.5,B73,S
522,0,3,male,22.0,0,0,7.9,Unknown,S
523,0,3,male,24.0,0,0,7.22,Unknown,C
524,1,1,female,44.0,0,1,57.98,B18,C
525,0,3,male,24.0,0,0,7.23,Unknown,C
526,0,3,male,40.5,0,0,7.75,Unknown,Q
527,1,2,female,50.0,0,0,10.5,Unknown,S
528,0,1,male,37.0,0,0,221.78,C95,S
529,0,3,male,39.0,0,0,7.92,Unknown,S
530,0,2,male,23.0,2,1,11.5,Unknown,S
531,1,2,female,2.0,1,1,26.0,Unknown,S
532,0,3,male,24.0,0,0,7.23,Unknown,C
533,0,3,male,17.0,1,1,7.23,Unknown,C
534,1,3,female,24.0,0,2,22.36,F E69,C
535,0,3,female,30.0,0,0,8.66,Unknown,S
536,1,2,female,7.0,0,2,26.25,Unknown,S
537,0,1,male,45.0,0,0,26.55,B38,S
538,1,1,female,30.0,0,0,106.42,Unknown,C
539,0,3,male,24.0,0,0,14.5,Unknown,S
540,1,1,female,22.0,0,2,49.5,B39,C
541,1,1,female,36.0,0,2,71.0,B22,S
542,0,3,female,9.0,4,2,31.28,Unknown,S
543,0,3,female,11.0,4,2,31.28,Unknown,S
544,1,2,male,32.0,1,0,26.0,Unknown,S
545,0,1,male,50.0,1,0,106.42,C86,C
546,0,1,male,64.0,0,0,26.0,Unknown,S
547,1,2,female,19.0,1,0,26.0,Unknown,S
548,1,2,male,29.0,0,0,13.86,Unknown,C
549,0,3,male,33.0,1,1,20.52,Unknown,S
550,1,2,male,8.0,1,1,36.75,Unknown,S
551,1,1,male,17.0,0,2,110.88,C70,C
552,0,2,male,27.0,0,0,26.0,Unknown,S
553,0,3,male,24.0,0,0,7.83,Unknown,Q
554,1,3,male,22.0,0,0,7.22,Unknown,C
555,1,3,female,22.0,0,0,7.78,Unknown,S
556,0,1,male,62.0,0,0,26.55,Unknown,S
557,1,1,female,48.0,1,0,39.6,A16,C
558,0,1,male,37.0,0,0,227.52,Unknown,C
559,1,1,female,39.0,1,1,79.65,E67,S
560,1,3,female,36.0,1,0,17.4,Unknown,S
561,0,3,male,24.0,0,0,7.75,Unknown,Q
562,0,3,male,40.0,0,0,7.9,Unknown,S
563,0,2,male,28.0,0,0,13.5,Unknown,S
564,0,3,male,24.0,0,0,8.05,Unknown,S
565,0,3,female,24.0,0,0,8.05,Unknown,S
566,0,3,male,24.0,2,0,24.15,Unknown,S
567,0,3,male,19.0,0,0,7.9,Unknown,S
568,0,3,female,29.0,0,4,21.08,Unknown,S
569,0,3,male,24.0,0,0,7.23,Unknown,C
570,1,3,male,32.0,0,0,7.85,Unknown,S
571,1,2,male,62.0,0,0,10.5,C83,S
572,1,1,female,53.0,2,0,51.48,C101,S
573,1,1,male,36.0,0,0,26.39,E25,S
574,1,3,female,24.0,0,0,7.75,Unknown,Q
575,0,3,male,16.0,0,0,8.05,Unknown,S
576,0,3,male,19.0,0,0,14.5,Unknown,S
577,1,2,female,34.0,0,0,13.0,Unknown,S
578,1,1,female,39.0,1,0,55.9,E44,S
579,0,3,female,24.0,1,0,14.46,Unknown,C
580,1,3,male,32.0,0,0,7.92,Unknown,S
581,1,2,female,25.0,1,1,30.0,Unknown,S
582,1,1,female,39.0,1,1,110.88,C68,C
583,0,2,male,54.0,0,0,26.0,Unknown,S
584,0,1,male,36.0,0,0,40.12,A10,C
585,0,3,male,24.0,0,0,8.71,Unknown,C
586,1,1,female,18.0,0,2,79.65,E68,S
587,0,2,male,47.0,0,0,15.0,Unknown,S
588,1,1,male,60.0,1,1,79.2,B41,C
589,0,3,male,22.0,0,0,8.05,Unknown,S
590,0,3,male,24.0,0,0,8.05,Unknown,S
591,0,3,male,35.0,0,0,7.12,Unknown,S
592,1,1,female,52.0,1,0,78.27,D20,C
593,0,3,male,47.0,0,0,7.25,Unknown,S
594,0,3,female,24.0,0,2,7.75,Unknown,Q
595,0,2,male,37.0,1,0,26.0,Unknown,S
596,0,3,male,36.0,1,1,24.15,Unknown,S
597,1,2,female,29.0,0,0,33.0,Unknown,S
598,0,3,male,49.0,0,0,0.0,Unknown,S
599,0,3,male,24.0,0,0,7.22,Unknown,C
600,1,1,male,49.0,1,0,56.93,A20,C
601,1,2,female,24.0,2,1,27.0,Unknown,S
602,0,3,male,24.0,0,0,7.9,Unknown,S
603,0,1,male,37.0,0,0,42.4,Unknown,S
604,0,3,male,44.0,0,0,8.05,Unknown,S
605,1,1,male,35.0,0,0,26.55,Unknown,C
606,0,3,male,36.0,1,0,15.55,Unknown,S
607,0,3,male,30.0,0,0,7.9,Unknown,S
608,1,1,male,27.0,0,0,30.5,Unknown,S
609,1,2,female,22.0,1,2,41.58,Unknown,C
610,1,1,female,40.0,0,0,153.46,C125,S
611,0,3,female,39.0,1,5,31.28,Unknown,S
612,0,3,male,24.0,0,0,7.05,Unknown,S
613,1,3,female,24.0,1,0,15.5,Unknown,Q
614,0,3,male,24.0,0,0,7.75,Unknown,Q
615,0,3,male,35.0,0,0,8.05,Unknown,S
616,1,2,female,24.0,1,2,65.0,Unknown,S
617,0,3,male,34.0,1,1,14.4,Unknown,S
618,0,3,female,26.0,1,0,16.1,Unknown,S
619,1,2,female,4.0,2,1,39.0,F4,S
620,0,2,male,26.0,0,0,10.5,Unknown,S
621,0,3,male,27.0,1,0,14.45,Unknown,C
622,1,1,male,42.0,1,0,52.55,D19,S
623,1,3,male,20.0,1,1,15.74,Unknown,C
624,0,3,male,21.0,0,0,7.85,Unknown,S
625,0,3,male,21.0,0,0,16.1,Unknown,S
626,0,1,male,61.0,0,0,32.32,D50,S
627,0,2,male,57.0,0,0,12.35,Unknown,Q
628,1,1,female,21.0,0,0,77.96,D9,S
629,0,3,male,26.0,0,0,7.9,Unknown,S
630,0,3,male,24.0,0,0,7.73,Unknown,Q
631,1,1,male,80.0,0,0,30.0,A23,S
632,0,3,male,51.0,0,0,7.05,Unknown,S
633,1,1,male,32.0,0,0,30.5,B50,C
634,0,1,male,37.0,0,0,0.0,Unknown,S
635,0,3,female,9.0,3,2,27.9,Unknown,S
636,1,2,female,28.0,0,0,13.0,Unknown,S
637,0,3,male,32.0,0,0,7.92,Unknown,S
638,0,2,male,31.0,1,1,26.25,Unknown,S
639,0,3,female,41.0,0,5,39.69,Unknown,S
640,0,3,male,24.0,1,0,16.1,Unknown,S
641,0,3,male,20.0,0,0,7.85,Unknown,S
642,1,1,female,24.0,0,0,69.3,B35,C
643,0,3,female,2.0,3,2,27.9,Unknown,S
644,1,3,male,24.0,0,0,56.5,Unknown,S
645,1,3,female,0.75,2,1,19.26,Unknown,C
646,1,1,male,48.0,1,0,76.73,D33,C
647,0,3,male,19.0,0,0,7.9,Unknown,S
648,1,1,male,56.0,0,0,35.5,A26,C
649,0,3,male,24.0,0,0,7.55,Unknown,S
650,1,3,female,23.0,0,0,7.55,Unknown,S
651,0,3,male,24.0,0,0,7.9,Unknown,S
652,1,2,female,18.0,0,1,23.0,Unknown,S
653,0,3,male,21.0,0,0,8.43,Unknown,S
654,1,3,female,24.0,0,0,7.83,Unknown,Q
655,0,3,female,18.0,0,0,6.75,Unknown,Q
656,0,2,male,24.0,2,0,73.5,Unknown,S
657,0,3,male,24.0,0,0,7.9,Unknown,S
658,0,3,female,32.0,1,1,15.5,Unknown,Q
659,0,2,male,23.0,0,0,13.0,Unknown,S
660,0,1,male,58.0,0,2,113.28,D48,C
661,1,1,male,50.0,2,0,133.65,Unknown,S
662,0,3,male,40.0,0,0,7.22,Unknown,C
663,0,1,male,47.0,0,0,25.59,E58,S
664,0,3,male,36.0,0,0,7.5,Unknown,S
665,1,3,male,20.0,1,0,7.92,Unknown,S
666,0,2,male,32.0,2,0,73.5,Unknown,S
667,0,2,male,25.0,0,0,13.0,Unknown,S
668,0,3,male,24.0,0,0,7.78,Unknown,S
669,0,3,male,43.0,0,0,8.05,Unknown,S
670,1,1,female,37.0,1,0,52.0,C126,S
671,1,2,female,40.0,1,1,39.0,B4,S
672,0,1,male,31.0,1,0,52.0,B71,S
673,0,2,male,70.0,0,0,10.5,Unknown,S
674,1,2,male,31.0,0,0,13.0,Unknown,S
675,0,2,male,29.0,0,0,0.0,Unknown,S
676,0,3,male,18.0,0,0,7.78,Unknown,S
677,0,3,male,24.5,0,0,8.05,Unknown,S
678,1,3,female,18.0,0,0,9.84,Unknown,S
679,0,3,female,43.0,1,6,46.9,Unknown,S
680,1,1,male,36.0,0,1,512.33,B51 B53 B55,C
681,0,3,female,24.0,0,0,8.14,Unknown,Q
682,1,1,male,27.0,0,0,76.73,D49,C
683,0,3,male,20.0,0,0,9.22,Unknown,S
684,0,3,male,14.0,5,2,46.9,Unknown,S
685,0,2,male,60.0,1,1,39.0,B4,S
686,0,2,male,25.0,1,2,41.58,Unknown,C
687,0,3,male,14.0,4,1,39.69,Unknown,S
688,0,3,male,19.0,0,0,10.17,Unknown,S
689,0,3,male,18.0,0,0,7.8,Unknown,S
690,1,1,female,15.0,0,1,211.34,B5,S
691,1,1,male,31.0,1,0,57.0,B20,S
692,1,3,female,4.0,0,1,13.42,Unknown,C
693,1,3,male,24.0,0,0,56.5,Unknown,S
694,0,3,male,25.0,0,0,7.22,Unknown,C
695,0,1,male,60.0,0,0,26.55,Unknown,S
696,0,2,male,52.0,0,0,13.5,Unknown,S
697,0,3,male,44.0,0,0,8.05,Unknown,S
698,1,3,female,24.0,0,0,7.73,Unknown,Q
699,0,1,male,49.0,1,1,110.88,C68,C
700,0,3,male,42.0,0,0,7.65,F G63,S
701,1,1,female,18.0,1,0,227.52,C62 C64,C
702,1,1,male,35.0,0,0,26.29,E24,S
703,0,3,female,18.0,0,1,14.45,Unknown,C
704,0,3,male,25.0,0,0,7.74,Unknown,Q
705,0,3,male,26.0,1,0,7.85,Unknown,S
706,0,2,male,39.0,0,0,26.0,Unknown,S
707,1,2,female,45.0,0,0,13.5,Unknown,S
708,1,1,male,42.0,0,0,26.29,E24,S
709,1,1,female,22.0,0,0,151.55,Unknown,S
710,1,3,male,24.0,1,1,15.25,Unknown,C
711,1,1,female,24.0,0,0,49.5,C90,C
712,0,1,male,37.0,0,0,26.55,C124,S
713,1,1,male,48.0,1,0,52.0,C126,S
714,0,3,male,29.0,0,0,9.48,Unknown,S
715,0,2,male,52.0,0,0,13.0,Unknown,S
716,0,3,male,19.0,0,0,7.65,F G73,S
717,1,1,female,38.0,0,0,227.52,C45,C
718,1,2,female,27.0,0,0,10.5,E101,S
719,0,3,male,24.0,0,0,15.5,Unknown,Q
720,0,3,male,33.0,0,0,7.78,Unknown,S
721,1,2,female,6.0,0,1,33.0,D33,S
722,0,3,male,17.0,1,0,7.05,Unknown,S
723,0,2,male,34.0,0,0,13.0,Unknown,S
724,0,2,male,50.0,0,0,13.0,Unknown,S
725,1,1,male,27.0,1,0,53.1,E8,S
726,0,3,male,20.0,0,0,8.66,Unknown,S
727,1,2,female,30.0,3,0,21.0,Unknown,S
728,1,3,female,24.0,0,0,7.74,Unknown,Q
729,0,2,male,25.0,1,0,26.0,Unknown,S
730,0,3,female,25.0,1,0,7.92,Unknown,S
731,1,1,female,29.0,0,0,211.34,B5,S
732,0,3,male,11.0,0,0,18.79,Unknown,C
733,0,2,male,29.0,0,0,0.0,Unknown,S
734,0,2,male,23.0,0,0,13.0,Unknown,S
735,0,2,male,23.0,0,0,13.0,Unknown,S
736,0,3,male,28.5,0,0,16.1,Unknown,S
737,0,3,female,48.0,1,3,34.38,Unknown,S
738,1,1,male,35.0,0,0,512.33,B101,C
739,0,3,male,24.0,0,0,7.9,Unknown,S
740,0,3,male,24.0,0,0,7.9,Unknown,S
741,1,1,male,37.0,0,0,30.0,D45,S
742,0,1,male,36.0,1,0,78.85,C46,S
743,1,1,female,21.0,2,2,262.38,B57 B59 B63 B66,C
744,0,3,male,24.0,1,0,16.1,Unknown,S
745,1,3,male,31.0,0,0,7.92,Unknown,S
746,0,1,male,70.0,1,1,71.0,B22,S
747,0,3,male,16.0,1,1,20.25,Unknown,S
748,1,2,female,30.0,0,0,13.0,Unknown,S
749,0,1,male,19.0,1,0,53.1,D30,S
750,0,3,male,31.0,0,0,7.75,Unknown,Q
751,1,2,female,4.0,1,1,23.0,Unknown,S
752,1,3,male,6.0,0,1,12.48,E121,S
753,0,3,male,33.0,0,0,9.5,Unknown,S
754,0,3,male,23.0,0,0,7.9,Unknown,S
755,1,2,female,48.0,1,2,65.0,Unknown,S
756,1,2,male,0.67,1,1,14.5,Unknown,S
757,0,3,male,28.0,0,0,7.8,B51 B53 B55,S
758,0,2,male,18.0,0,0,11.5,Unknown,S
759,0,3,male,34.0,0,0,8.05,Unknown,S
760,1,1,female,33.0,0,0,86.5,B77,S
761,0,3,male,24.0,0,0,14.5,Unknown,S
762,0,3,male,41.0,0,0,7.12,Unknown,S
763,1,3,male,20.0,0,0,7.23,Unknown,C
764,1,1,female,36.0,1,2,120.0,B96 B98,S
765,0,3,male,16.0,0,0,7.78,Unknown,S
766,1,1,female,51.0,1,0,77.96,D11,S
767,0,1,male,37.0,0,0,39.6,Unknown,C
768,0,3,female,30.5,0,0,7.75,Unknown,Q
769,0,3,male,24.0,1,0,24.15,Unknown,Q
770,0,3,male,32.0,0,0,8.36,Unknown,S
771,0,3,male,24.0,0,0,9.5,Unknown,S
772,0,3,male,48.0,0,0,7.85,Unknown,S
773,0,2,female,57.0,0,0,10.5,E77,S
774,0,3,male,24.0,0,0,7.22,Unknown,C
775,1,2,female,54.0,1,3,23.0,Unknown,S
776,0,3,male,18.0,0,0,7.75,Unknown,S
777,0,3,male,24.0,0,0,7.75,F38,Q
778,1,3,female,5.0,0,0,12.48,Unknown,S
779,0,3,male,24.0,0,0,7.74,Unknown,Q
780,1,1,female,43.0,0,1,211.34,B3,S
781,1,3,female,13.0,0,0,7.23,Unknown,C
782,1,1,female,17.0,1,0,57.0,B20,S
783,0,1,male,29.0,0,0,30.0,D6,S
784,0,3,male,24.0,1,2,23.45,Unknown,S
785,0,3,male,25.0,0,0,7.05,Unknown,S
786,0,3,male,25.0,0,0,7.25,Unknown,S
787,1,3,female,18.0,0,0,7.5,Unknown,S
788,0,3,male,8.0,4,1,29.12,Unknown,Q
789,1,3,male,1.0,1,2,20.58,Unknown,S
790,0,1,male,46.0,0,0,79.2,B82 B84,C
791,0,3,male,24.0,0,0,7.75,E101,Q
792,0,2,male,16.0,0,0,26.0,Unknown,S
793,0,3,female,24.0,8,2,69.55,Unknown,S
794,0,1,male,37.0,0,0,30.7,C93,C
795,0,3,male,25.0,0,0,7.9,Unknown,S
796,0,2,male,39.0,0,0,13.0,Unknown,S
797,1,1,female,49.0,0,0,25.93,D17,S
798,1,3,female,31.0,0,0,8.68,Unknown,S
799,0,3,male,30.0,0,0,7.23,Unknown,C
800,0,3,female,30.0,1,1,24.15,Unknown,S
801,0,2,male,34.0,0,0,13.0,Unknown,S
802,1,2,female,31.0,1,1,26.25,Unknown,S
803,1,1,male,11.0,1,2,120.0,B96 B98,S
804,1,3,male,0.42,0,1,8.52,Unknown,C
805,1,3,male,27.0,0,0,6.98,Unknown,S
806,0,3,male,31.0,0,0,7.78,Unknown,S
807,0,1,male,39.0,0,0,0.0,A36,S
808,0,3,female,18.0,0,0,7.78,Unknown,S
809,0,2,male,39.0,0,0,13.0,Unknown,S
810,1,1,female,33.0,1,0,53.1,E8,S
811,0,3,male,26.0,0,0,7.89,Unknown,S
812,0,3,male,39.0,0,0,24.15,Unknown,S
813,0,2,male,35.0,0,0,10.5,Unknown,S
814,0,3,female,6.0,4,2,31.28,Unknown,S
815,0,3,male,30.5,0,0,8.05,Unknown,S
816,0,1,male,37.0,0,0,0.0,B102,S
817,0,3,female,23.0,0,0,7.92,Unknown,S
818,0,2,male,31.0,1,1,37.0,Unknown,C
819,0,3,male,43.0,0,0,6.45,Unknown,S
820,0,3,male,10.0,3,2,27.9,Unknown,S
821,1,1,female,52.0,1,1,93.5,B69,S
822,1,3,male,27.0,0,0,8.66,Unknown,S
823,0,1,male,38.0,0,0,0.0,Unknown,S
824,1,3,female,27.0,0,1,12.48,E121,S
825,0,3,male,2.0,4,1,39.69,Unknown,S
826,0,3,male,24.0,0,0,6.95,E25,Q
827,0,3,male,24.0,0,0,56.5,Unknown,S
828,1,2,male,1.0,0,2,37.0,Unknown,C
829,1,3,male,24.0,0,0,7.75,Unknown,Q
830,1,1,female,62.0,0,0,80.0,B28,
831,1,3,female,15.0,1,0,14.45,Unknown,C
832,1,2,male,0.83,1,1,18.75,Unknown,S
833,0,3,male,24.0,0,0,7.23,Unknown,C
834,0,3,male,23.0,0,0,7.85,Unknown,S
835,0,3,male,18.0,0,0,8.3,Unknown,S
836,1,1,female,39.0,1,1,83.16,E49,C
837,0,3,male,21.0,0,0,8.66,Unknown,S
838,0,3,male,24.0,0,0,8.05,Unknown,S
839,1,3,male,32.0,0,0,56.5,Unknown,S
840,1,1,male,37.0,0,0,29.7,C47,C
841,0,3,male,20.0,0,0,7.92,Unknown,S
842,0,2,male,16.0,0,0,10.5,Unknown,S
843,1,1,female,30.0,0,0,31.0,Unknown,C
844,0,3,male,34.5,0,0,6.44,Unknown,C
845,0,3,male,17.0,0,0,8.66,Unknown,S
846,0,3,male,42.0,0,0,7.55,Unknown,S
847,0,3,male,24.0,8,2,69.55,Unknown,S
848,0,3,male,35.0,0,0,7.9,Unknown,C
849,0,2,male,28.0,0,1,33.0,D33,S
850,1,1,female,37.0,1,0,89.1,C92,C
851,0,3,male,4.0,4,2,31.28,Unknown,S
852,0,3,male,74.0,0,0,7.78,Unknown,S
853,0,3,female,9.0,1,1,15.25,Unknown,C
854,1,1,female,16.0,0,1,39.4,D28,S
855,0,2,female,44.0,1,0,26.0,B96 B98,S
856,1,3,female,18.0,0,1,9.35,Unknown,S
857,1,1,female,45.0,1,1,164.87,C7,S
858,1,1,male,51.0,0,0,26.55,E17,S
859,1,3,female,24.0,0,3,19.26,Unknown,C
860,0,3,male,24.0,0,0,7.23,Unknown,C
861,0,3,male,41.0,2,0,14.11,Unknown,S
862,0,2,male,21.0,1,0,11.5,Unknown,S
863,1,1,female,48.0,0,0,25.93,D17,S
864,0,3,female,24.0,8,2,69.55,Unknown,S
865,0,2,male,24.0,0,0,13.0,Unknown,S
866,1,2,female,42.0,0,0,13.0,Unknown,S
867,1,2,female,27.0,1,0,13.86,Unknown,C
868,0,1,male,31.0,0,0,50.5,A24,S
869,0,3,male,24.0,0,0,9.5,Unknown,S
870,1,3,male,4.0,1,1,11.13,Unknown,S
871,0,3,male,26.0,0,0,7.9,Unknown,S
872,1,1,female,47.0,1,1,52.55,D35,S
873,0,1,male,33.0,0,0,5.0,B51 B53 B55,S
874,0,3,male,47.0,0,0,9.0,Unknown,S
875,1,2,female,28.0,1,0,24.0,Unknown,C
876,1,3,female,15.0,0,0,7.22,Unknown,C
877,0,3,male,20.0,0,0,9.85,Unknown,S
878,0,3,male,19.0,0,0,7.9,Unknown,S
879,0,3,male,24.0,0,0,7.9,Unknown,S
880,1,1,female,56.0,0,1,83.16,C50,C
881,1,2,female,25.0,0,1,26.0,Unknown,S
882,0,3,male,33.0,0,0,7.9,Unknown,S
883,0,3,female,22.0,0,0,10.52,Unknown,S
884,0,2,male,28.0,0,0,10.5,Unknown,S
885,0,3,male,25.0,0,0,7.05,Unknown,S
886,0,3,female,39.0,0,5,29.12,Unknown,Q
887,0,2,male,27.0,0,0,13.0,Unknown,S
888,1,1,female,19.0,0,0,30.0,B42,S
889,0,3,female,24.0,1,2,23.45,Unknown,S
890,1,1,male,26.0,0,0,30.0,C148,C
891,0,3,male,32.0,0,0,7.75,Unknown,Q
